Report_Date,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,ZC_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2003-03-18,451271,83262,121700,221468,183812,002602 ,CORN - CHICAGO BOARD OF TRADE ,229.75,-0.0834443161647879,37656,0.04397295396064348,-38438,-0.025032858808937596,0.04688857086458745,0.07508708931411677,-0.03161222339304526,-0.006528835690968404,
2003-03-25,450534,78848,128359,222657,176508,002602 ,CORN - CHICAGO BOARD OF TRADE ,228.25,-0.10243178095326878,46149,0.01882017678955661,-49511,-0.02453736225017783,0.021276915561234077,0.05343931430887953,-0.006528835690968404,0.049288061336254074,
2003-04-01,432990,79127,113093,208380,178532,002602 ,CORN - CHICAGO BOARD OF TRADE ,239.5,-0.06893461742765422,29848,-0.03618150905370072,-33966,0.03450350029076607,0.04213102721032173,0.08087087711996671,0.049288061336254074,0.013569937369519725,
2003-04-08,416681,86766,77358,188859,197582,002602 ,CORN - CHICAGO BOARD OF TRADE ,242.75,0.020934479853893025,-8723,-0.0890805792281577,9408,0.10017321416198989,0.09981083787693334,0.2642757914747386,0.013569937369519725,-0.004119464469618972,
2003-04-15,415581,87138,67152,185698,207261,002602 ,CORN - CHICAGO BOARD OF TRADE ,241.75,0.051886395191310476,-21563,-0.03081493996606517,19986,0.025386326710361163,0.03267516458460043,0.06855920668870309,-0.004119464469618972,-0.012409513960703222,
2003-04-22,409312,86263,66756,181194,204602,002602 ,CORN - CHICAGO BOARD OF TRADE ,238.75,0.05718864826831366,-23408,-0.004439567737697344,19507,-0.0011526032229577387,0.018566807328225278,0.008306158058803154,-0.012409513960703222,-0.029319371727748678,
2003-04-29,397770,78732,86375,182392,176601,002602 ,CORN - CHICAGO BOARD OF TRADE ,231.75,-0.014558664554893531,5791,0.07133677976702368,-7643,-0.06633081854428895,0.08133584777419059,0.16443881846317843,-0.029319371727748678,0.03775620280474645,
2003-05-06,399096,81119,93606,183191,180194,002602 ,CORN - CHICAGO BOARD OF TRADE ,240.5,-0.00750947140537615,2997,-0.007024159690273274,-12487,-0.012177891746486664,0.012086354692681316,0.055046501645442836,0.03775620280474645,0.05093555093555091,
2003-05-13,409096,102590,43313,179897,230757,002602 ,CORN - CHICAGO BOARD OF TRADE ,252.75,0.12432289731505564,-50860,-0.13494748130775552,59277,0.17981638503016817,0.1311493373983938,0.49186103095892475,0.05093555093555091,-0.023738872403560873,
2003-05-20,417280,107173,33903,187555,244017,002602 ,CORN - CHICAGO BOARD OF TRADE ,246.75,0.13530962423312884,-56462,-0.013693607368441637,73270,0.03420468545280325,0.04846931682314886,0.09918767189316396,-0.023738872403560873,-0.019250253292806496,
2003-05-27,408284,93115,32479,188364,235267,002602 ,CORN - CHICAGO BOARD OF TRADE ,242.0,0.11487836897845617,-46903,0.022907879601226994,60636,-0.030277032208588957,0.022564448777355764,0.12327021991496409,-0.019250253292806496,-0.008264462809917328,
2003-06-03,400271,87085,35124,184966,228989,002602 ,CORN - CHICAGO BOARD OF TRADE ,240.0,0.1099829865266282,-44023,0.00705391345240078,51961,-0.021247464999853045,0.023374521385174717,0.07098495200844455,-0.008264462809917328,-0.0031250000000000444,
2003-06-10,387649,80697,41092,184689,211339,002602 ,CORN - CHICAGO BOARD OF TRADE ,239.25,0.06874775892624513,-26650,0.0434030944035416,39605,-0.030869086194103494,0.04526700132313877,0.10145415431607124,-0.0031250000000000444,0.011494252873563315,
2003-06-17,388240,78344,33189,185783,216976,002602 ,CORN - CHICAGO BOARD OF TRADE ,242.0,0.08034463218627654,-31193,-0.011719364682999311,45155,0.014317075498711463,0.016712227411429664,0.09195484744425417,0.011494252873563315,-0.011363636363636354,
2003-06-24,379055,65865,38491,188340,202496,002602 ,CORN - CHICAGO BOARD OF TRADE ,239.25,0.03734550395061403,-14156,0.04388264990727385,27374,-0.045798990315268906,0.04359117379156475,0.17038790294760245,-0.011363636363636354,-0.040752351097178674,
2003-07-01,371901,56909,74033,196498,158756,002602 ,CORN - CHICAGO BOARD OF TRADE ,229.5,-0.1014839970852458,37742,0.1369141681286357,-17124,-0.11739193520729181,0.14608702505812743,0.33982984832979485,-0.040752351097178674,0.002178649237472685,0.006654229778560256
2003-07-08,369771,59241,85962,199959,146266,002602 ,CORN - CHICAGO BOARD OF TRADE ,230.0,-0.14520608701060927,53693,0.042890446651124896,-26721,-0.02580525462421451,0.04607119647627988,0.0982142242240174,0.002178649237472685,-0.09347826086956523,0.0010297736011836073
2003-07-15,376954,57997,103021,214705,139161,002602 ,CORN - CHICAGO BOARD OF TRADE ,208.5,-0.20040641563692121,75544,0.059093330737131904,-45024,-0.04949820294182075,0.061749362753132545,0.11367052130817673,-0.09347826086956523,0.0,-0.006164376014462993
2003-07-22,392252,62336,111683,224705,149309,002602 ,CORN - CHICAGO BOARD OF TRADE ,208.5,-0.19221316908517994,75396,-0.00039262085028942523,-49347,-0.011468242809467469,0.05386964124337592,0.07471023279067228,0.0,0.007194244604316502,-0.012579851637591163
2003-07-29,403886,57555,122729,240101,152908,002602 ,CORN - CHICAGO BOARD OF TRADE ,210.0,-0.2158851755198249,87193,0.030075053791950072,-65174,-0.04034906131772432,0.04833222648845192,0.08778926582503162,0.007194244604316502,-0.0023809523809523725,-0.019356695766998954
2003-08-05,407895,57063,125999,240702,150171,002602 ,CORN - CHICAGO BOARD OF TRADE ,209.5,-0.22194682455043577,90531,0.008264708358299124,-68936,-0.009314509539820642,0.008539858214816577,0.02055041461362817,-0.0023809523809523725,0.04892601431980914,-0.025891861211625948
2003-08-12,395194,58425,96387,234904,167594,002602 ,CORN - CHICAGO BOARD OF TRADE ,219.75,-0.17032141176232432,67310,-0.05692886649750548,-37962,0.0759362090734135,0.05769221213521558,0.20007492959202128,0.04892601431980914,0.014789533560864543,-0.030405284666335273
2003-08-19,378585,59667,68755,219714,185441,002602 ,CORN - CHICAGO BOARD OF TRADE ,223.0,-0.09052920744350675,34273,-0.08359691695724125,-9088,0.073062850144486,0.08154163221483136,0.2248368659575462,0.014789533560864543,0.02130044843049328,-0.03222722172018896
2003-08-26,355434,52521,63365,209281,172531,002602 ,CORN - CHICAGO BOARD OF TRADE ,227.75,-0.10339472307094988,36750,0.006542784315279264,-10844,-0.004638324286487843,0.06113741841534577,0.10817527570198299,0.02130044843049328,0.020856201975850697,-0.0343203835246231
2003-09-02,352034,67401,54327,189498,175936,002602 ,CORN - CHICAGO BOARD OF TRADE ,232.5,-0.03852468795627695,13562,-0.06523855343045404,13074,0.06729238058261168,0.06345331851989688,0.1964872502628812,0.020856201975850697,0.007526881720430145,-0.034440506508384636
2003-09-09,357358,75353,47937,188009,190092,002602 ,CORN - CHICAGO BOARD OF TRADE ,234.25,0.005828888677460698,-2083,-0.04444173006016464,27416,0.04074038303118449,0.041377832907080386,0.11632735826101062,0.007526881720430145,-0.042689434364994616,-0.03332191219766671
2003-09-16,347038,61335,45279,197900,180763,002602 ,CORN - CHICAGO BOARD OF TRADE ,224.25,-0.04938075945573683,17137,0.05378360075890284,16056,-0.031788850396521136,0.05075753374372463,0.15641472977282533,-0.042689434364994616,-0.0022296544035674826,-0.03375593509653347
2003-09-23,361227,63705,52451,208422,184811,002602 ,CORN - CHICAGO BOARD OF TRADE ,223.75,-0.06536333109097603,23611,0.018655017606141116,11254,-0.01383710141252543,0.03705182423652135,0.08214814559730019,-0.0022296544035674826,-0.015642458100558643,-0.03458770867533459
2003-09-30,369358,59954,58407,215762,178947,002602 ,CORN - CHICAGO BOARD OF TRADE ,220.25,-0.09967294603068026,36815,0.03655319231397432,1547,-0.026872299136000356,0.033452492849162296,0.08201181132298646,-0.015642458100558643,0.014755959137343844,-0.036256560915215244
2003-10-07,382897,68567,65016,222461,187999,002602 ,CORN - CHICAGO BOARD OF TRADE ,223.5,-0.0900033168188834,34462,-0.006370513160673385,3551,0.005425630418185067,0.03837401939287628,0.11395162558109939,0.014755959137343844,-0.022371364653243853,-0.03760022981280695
2003-10-14,408890,67989,79874,245106,193749,002602 ,CORN - CHICAGO BOARD OF TRADE ,218.5,-0.1256010173885397,51357,0.04412413782296545,-11885,-0.040313713609665264,0.0647024643675018,0.10439393222104246,-0.022371364653243853,-0.01258581235697942,-0.0397465904853858
2003-10-21,438842,79049,99401,258440,197816,002602 ,CORN - CHICAGO BOARD OF TRADE ,215.75,-0.13814539173552212,60624,0.022663797109246986,-20352,-0.020707280686737266,0.038138676532473,0.17140375455309612,-0.01258581235697942,0.11355735805330247,-0.042089419086579524
2003-10-28,445820,95031,55516,248670,251344,002602 ,CORN - CHICAGO BOARD OF TRADE ,240.25,0.005997936386882599,-2674,-0.14423870094475916,39515,0.13642039731839706,0.12659245541124847,0.39766318824021735,0.11355735805330247,-0.03329864724245579,-0.040971108494173424
2003-11-04,468038,110194,41395,255419,289745,002602 ,CORN - CHICAGO BOARD OF TRADE ,232.25,0.0733401988727411,-34326,-0.0709972634695617,68799,0.06568570274998878,0.0828191149819137,0.19318024394909922,-0.03329864724245579,0.0010764262648008671,-0.03837312423583446
2003-11-11,472235,121193,36016,245840,304903,002602 ,CORN - CHICAGO BOARD OF TRADE ,232.5,0.12507120395565768,-59063,-0.05285254616078182,85177,0.034992885193082614,0.04491568662697483,0.10417978614455915,0.0010764262648008671,0.013978494623655857,-0.034741028053801304
2003-11-18,479731,120481,36057,247177,308631,002602 ,CORN - CHICAGO BOARD OF TRADE ,235.75,0.12810095657774878,-61454,-0.005063157114572194,84424,-0.0015945450887799506,0.009112859116817319,0.004810333593121159,0.013978494623655857,0.01590668080593849,-0.031200984909637172
2003-11-25,454474,111187,31127,231627,290965,002602 ,CORN - CHICAGO BOARD OF TRADE ,239.5,0.13056412468039977,-59338,0.004410805222093215,80060,-0.009096764645186573,0.06356010042250934,0.09994800230476271,0.01590668080593849,0.02609603340292277,-0.027759174067295958
2003-12-02,447005,125740,30339,215445,292555,002602 ,CORN - CHICAGO BOARD OF TRADE ,245.75,0.17250366326998579,-77110,-0.039104547234825315,95401,0.03375550636560067,0.03498425196850394,0.09828996854157189,0.02609603340292277,0.016276703967446515,-0.023587031622769258
2003-12-09,451061,147051,29594,203443,304705,002602 ,CORN - CHICAGO BOARD OF TRADE ,249.75,0.224497351799424,-101262,-0.05403071554009463,117457,0.049341729958277875,0.04752945992112534,0.12486059611084378,0.016276703967446515,0.009009009009008917,-0.018524085022316332
2003-12-16,455115,156260,29217,198414,309546,002602 ,CORN - CHICAGO BOARD OF TRADE ,252.0,0.2441844369005636,-111132,-0.02188174105054527,127043,0.021252114459019956,0.01943066383179778,0.051682957994791806,0.009009009009008917,-0.04365079365079361,-0.013269914583858733
2003-12-30,427011,124889,34731,202729,272278,002602 ,CORN - CHICAGO BOARD OF TRADE ,241.0,0.16287402432255843,-69549,0.09136811575096404,90158,-0.08104545005108599,0.08754186780405342,0.23108006515474253,-0.04365079365079361,0.043568464730290524,-0.009816111860203494
2004-01-06,450278,143388,30922,199819,290749,002602 ,CORN - CHICAGO BOARD OF TRADE ,251.5,0.20194191144137622,-90930,-0.05007130963839339,112466,0.05224221390081286,0.04358417181715889,0.12797888818771155,0.043568464730290524,0.06759443339960236,-0.005743842181326961
2004-01-13,513728,171907,30027,211962,331220,002602 ,CORN - CHICAGO BOARD OF TRADE ,268.5,0.2321423009841784,-119258,-0.06291224532399985,141880,0.065324088674108,0.09686256171964461,0.14566145374231185,0.06759443339960236,0.025139664804469275,-0.0017891362422247205
2004-01-20,590233,204727,40429,236900,367702,002602 ,CORN - CHICAGO BOARD OF TRADE ,275.25,0.22161078760421732,-130802,-0.022471035256010963,164298,0.04363787841036502,0.10158749061365989,0.17630406761409062,0.025139664804469275,0.0036330608537693543,0.003115623916477581
2004-01-27,623785,220221,43800,252938,389453,002602 ,CORN - CHICAGO BOARD OF TRADE ,276.25,0.2188494433178098,-136515,-0.00967922837252407,176421,0.020539346325942467,0.05882554394442014,0.07145264959984243,0.0036330608537693543,-0.0117647058823529,0.008172980240055779
2004-02-03,632256,224585,45520,252901,388330,002602 ,CORN - CHICAGO BOARD OF TRADE ,273.0,0.2141996279987853,-135429,0.0017409844738171005,179065,0.0042386399159966975,0.001809020462204728,0.02252457377686455,-0.0117647058823529,0.02564102564102555,0.01274421331089166
2004-02-10,643651,231049,50989,262788,402099,002602 ,CORN - CHICAGO BOARD OF TRADE ,280.0,0.21643872222679683,-139311,-0.006139918007895536,180060,0.0015737296285049094,0.03557897808198987,0.042309901502634396,0.02564102564102555,0.014285714285714235,0.017368237768541513
2004-02-17,636055,232463,49945,265039,409351,002602 ,CORN - CHICAGO BOARD OF TRADE ,284.0,0.22688603972926868,-144312,-0.007769738569504281,182518,0.0038188397128257395,0.014091252835896143,0.008703719441375598,0.014285714285714235,0.023767605633802757,0.02136275325819757
2004-02-24,655950,239876,38276,268758,439660,002602 ,CORN - CHICAGO BOARD OF TRADE ,290.75,0.2605411997865691,-170902,-0.041804560926334985,201600,0.030000550266879436,0.04803378796134485,0.06860277833702436,0.023767605633802757,-0.004299226139294898,0.026032971325760497
2004-03-02,655743,243252,36757,271600,437689,002602 ,CORN - CHICAGO BOARD OF TRADE ,289.5,0.25328367973428617,-166089,0.00733744950072414,206495,0.007462459028889397,0.006785668465181329,0.017481580949183777,-0.004299226139294898,0.01899827288428324,0.03220081394958893
2004-03-09,653454,244055,37755,272031,436551,002602 ,CORN - CHICAGO BOARD OF TRADE ,295.0,0.25176982618516375,-164520,0.002392705678901643,206300,-0.0002973725987162654,0.002214281480477912,0.0063908307015364966,0.01899827288428324,0.03474576271186436,0.03852783180757406
2004-03-16,675900,253550,39185,276623,451368,002602 ,CORN - CHICAGO BOARD OF TRADE ,305.25,0.25853676579375645,-174745,-0.015647620184435322,214365,0.012342108243273437,0.026661043886531566,0.03732044340444429,0.03474576271186436,0.03439803439803435,0.044329751413999204
2004-03-23,706068,254720,40383,291610,469505,002602 ,CORN - CHICAGO BOARD OF TRADE ,315.75,0.25195165338182723,-177895,-0.004660452729693742,214337,-4.1426246486166594e-05,0.04352036157479487,0.008024316933409692,0.03439803439803435,-0.011084718923198733,0.05077967390528026
2004-03-30,707933,244497,40798,300645,466759,002602 ,CORN - CHICAGO BOARD OF TRADE ,312.25,0.2346464990331006,-166114,0.016685361749859788,203699,-0.015066537500637332,0.015351757353362767,0.03728771972870187,-0.011084718923198733,0.04643714971977575,0.05726194852040275
2004-04-06,748944,253077,49156,327153,497243,002602 ,CORN - CHICAGO BOARD OF TRADE ,326.75,0.22710643252365997,-170090,-0.0056163506998543646,203921,0.0003135889978288906,0.06913182499672488,0.05604285435409105,0.04643714971977575,-0.05355776587605199,0.0629550456348511
2004-04-20,696799,209130,43819,328781,466178,002602 ,CORN - CHICAGO BOARD OF TRADE ,309.25,0.19718311880470552,-137397,0.04365212886410733,165311,-0.05155258604114593,0.041125391372385245,0.1948376945550289,-0.05355776587605199,0.0,0.06634444253775135
2004-04-27,665652,199853,40143,324659,454543,002602 ,CORN - CHICAGO BOARD OF TRADE ,309.25,0.19512297717125465,-129884,0.010782162431346772,159710,-0.008038186047913386,0.02022197068282679,0.05397173286221437,0.0,0.027485852869846505,0.06909899219121181
2004-05-04,656357,203086,43104,317105,454182,002602 ,CORN - CHICAGO BOARD OF TRADE ,317.75,0.2088451863848485,-137077,-0.010805946650802522,159982,0.0004086219225661457,0.010262068464786778,0.025159429708761526,0.027485852869846505,-0.0684500393391031,0.07201546407806825
2004-05-11,631827,175336,42776,322965,426324,002602 ,CORN - CHICAGO BOARD OF TRADE ,296.0,0.16358750100897873,-103359,0.051371433533884764,132560,-0.041779092780300967,0.04499999332700733,0.12873202758215962,-0.0684500393391031,-0.013513513513513487,0.07544135187737347
2004-05-18,631805,157258,53272,335981,408925,002602 ,CORN - CHICAGO BOARD OF TRADE ,292.0,0.11545334399063002,-72944,0.04813817706429133,103986,-0.04522440478168866,0.04083065514306503,0.1357241248278155,-0.013513513513513487,0.04023972602739723,0.07780602140421976
2004-05-25,634179,155789,61123,344319,408684,002602 ,CORN - CHICAGO BOARD OF TRADE ,303.75,0.10149342693466672,-64365,0.013578556674923433,94666,-0.014751386899438909,0.011393048898875569,0.04296673305303533,0.04023972602739723,0.06666666666666665,0.0773669931276738
2004-06-01,631781,161539,54119,332980,414175,002602 ,CORN - CHICAGO BOARD OF TRADE ,324.0,0.12851763506658162,-81195,-0.026538248664809146,107420,0.020111041204454894,0.022525446527159692,0.059139934525962404,0.06666666666666665,-0.08333333333333337,0.07723637795139406
2004-06-08,640778,178736,40901,322883,422832,002602 ,CORN - CHICAGO BOARD OF TRADE ,297.0,0.1559806984634304,-99949,-0.02968433681924591,137835,0.04814168200689796,0.025149018056496115,0.13847848950768768,-0.08333333333333337,-0.056397306397306446,0.07802680736456663
2004-06-15,632589,159054,46425,320842,393407,002602 ,CORN - CHICAGO BOARD OF TRADE ,280.25,0.11471113155619209,-72565,0.04273554959752052,112629,-0.0393365564985065,0.044054664409750664,0.12266946987283373,-0.056397306397306446,-0.044603033006244464,0.07811773323051979
2004-06-22,614912,142787,51362,328107,377550,002602 ,CORN - CHICAGO BOARD OF TRADE ,267.75,0.08040662728975853,-49443,0.036551378541201315,91425,-0.03351939410897123,0.032766627412468094,0.10921508738134114,-0.044603033006244464,0.0009337068160597539,0.07834194223751044
2004-06-29,577335,129392,54964,314867,347369,002602 ,CORN - CHICAGO BOARD OF TRADE ,268.0,0.05629660422458365,-32502,0.027550283617818486,74428,-0.027641353559533722,0.06556726001002663,0.09219661958384864,0.0009337068160597539,-0.06902985074626866,0.07787948016132404
2004-07-06,547972,122614,67879,321762,324946,002602 ,CORN - CHICAGO BOARD OF TRADE ,249.5,0.005810515865774164,-3184,0.0507816085981276,54735,-0.034110178665765975,0.045334215751158174,0.1033791267920606,-0.06902985074626866,-0.03106212424849697,0.07727303808276943
2004-07-13,564015,125769,76494,315268,313089,002602 ,CORN - CHICAGO BOARD OF TRADE ,241.75,-0.0038633724280382614,2179,0.009786996415875264,49275,-0.009964012759776047,0.029204735524550534,0.05819156247064466,-0.03106212424849697,-0.03205791106514999,0.07915035778771572
2004-07-20,563877,122598,86685,319742,304639,002602 ,CORN - CHICAGO BOARD OF TRADE ,234.0,-0.026784210031620372,15103,0.022914284194569295,35913,-0.023690859285657298,0.02069890019074892,0.06384656183254254,-0.03205791106514999,-0.05021367521367526,0.08142770157577318
2004-07-27,576695,121186,105543,329251,286635,002602 ,CORN - CHICAGO BOARD OF TRADE ,222.25,-0.07389694725981671,42616,0.04879255582334445,15643,-0.03594755593861782,0.044672228301990954,0.08940188506984109,-0.05021367521367526,-0.013498312710911176,0.08386057596764059
2004-08-03,582387,109528,107392,335679,289768,002602 ,CORN - CHICAGO BOARD OF TRADE ,219.25,-0.07883246020258007,45911,0.0057135921067462,2136,-0.02342139259053746,0.015286666975778924,0.06226719527936567,-0.013498312710911176,0.02394526795895091,0.08604097421538291
2004-08-10,566654,110571,107299,332184,285128,002602 ,CORN - CHICAGO BOARD OF TRADE ,224.5,-0.08304185622972748,47056,0.0019660466322222164,3272,0.0019505929905715615,0.01317810118708206,0.0052141185110386925,0.02394526795895091,0.017817371937639104,0.08859565343250016
2004-08-17,560542,101098,106251,335786,287786,002602 ,CORN - CHICAGO BOARD OF TRADE ,228.5,-0.08563140674561406,48000,0.001665919591143802,-5153,-0.014867979401892512,0.01003893696317346,0.05074053889818615,0.017817371937639104,0.01641137855579866,0.09121710377490057
2004-08-24,560610,99231,107147,332221,283664,002602 ,CORN - CHICAGO BOARD OF TRADE ,232.25,-0.08661458054619076,48557,0.00099368111577723,-7916,-0.00492915785079441,0.012481226202943731,0.013388054928335384,0.01641137855579866,-0.019375672766415497,0.09282685052905698
2004-08-31,529006,101781,106490,317255,268994,002602 ,CORN - CHICAGO BOARD OF TRADE ,227.75,-0.09122958907838474,48261,-0.0005279962897558017,-4709,0.005720554396104243,0.050551898595989075,0.015398207143577359,-0.019375672766415497,-0.03732162458836441,0.09281338165146319
2004-09-07,534337,104402,104256,315649,268524,002602 ,CORN - CHICAGO BOARD OF TRADE ,219.25,-0.08819340603401973,47125,-0.0021474236587108652,146,0.009177589668170115,0.0035537417853957645,0.02326773955467799,-0.03732162458836441,-0.058152793614595244,0.09310571467140413
2004-09-14,537055,93248,119220,328256,260487,002602 ,CORN - CHICAGO BOARD OF TRADE ,206.5,-0.12618633100892832,67769,0.03863479414676506,-25972,-0.0488792653325523,0.03506453579915175,0.122926746615961,-0.058152793614595244,0.030266343825665842,0.09141991384346854
2004-09-21,556001,92948,122175,341742,265682,002602 ,CORN - CHICAGO BOARD OF TRADE ,212.75,-0.13679831511094404,76060,0.015437897422051745,-29227,-0.006060831758386013,0.03075446475608471,0.015130878613630341,0.030266343825665842,-0.0199764982373678,0.08867708300138383
2004-09-28,568559,87180,126120,355734,263893,002602 ,CORN - CHICAGO BOARD OF TRADE ,208.5,-0.16153292798108904,91841,0.02838304247654231,-38940,-0.01746939304066,0.025468548013563,0.04553680262541022,-0.0199764982373678,-0.01918465227817745,0.08652031052974245
2004-10-05,588462,92965,134557,362188,266627,002602 ,CORN - CHICAGO BOARD OF TRADE ,204.5,-0.1623911144644854,95561,0.0065428565900812405,-41592,-0.004664423569057916,0.014611610728115582,0.06250824096131363,-0.01918465227817745,-0.009779951100244544,0.08465439161871341
2004-10-12,609045,97247,143968,372499,270705,002602 ,CORN - CHICAGO BOARD OF TRADE ,202.5,-0.1671370752571649,101794,0.01059201783632588,-46721,-0.008715940876386242,0.022370818589436632,0.056766784818522896,-0.009779951100244544,0.022222222222222143,0.08335700451820409
2004-10-19,608205,99491,137211,375164,279643,002602 ,CORN - CHICAGO BOARD OF TRADE ,207.0,-0.15705395384779802,95521,-0.01029973154693003,-37720,0.014778875124169807,0.017719725048754825,0.03802671713800475,0.022222222222222143,-0.0012077294685990392,0.08206756919072497
2004-10-26,620134,100028,140652,380748,287752,002602 ,CORN - CHICAGO BOARD OF TRADE ,206.75,-0.14996113743158737,92996,-0.004151560740210948,-40624,-0.004774705896860434,0.020483171278982797,0.016528170184477314,-0.0012077294685990392,-0.03385731559854899,0.08159910534374329
2004-11-02,641856,95472,161642,397907,283173,002602 ,CORN - CHICAGO BOARD OF TRADE ,199.75,-0.17875348987934989,114734,0.03505371419725414,-66170,-0.0411943225173914,0.03191695542373877,0.09935670558584908,-0.03385731559854899,-0.008760951188986232,0.08081818037943891
2004-11-09,645308,96739,159340,393898,288931,002602 ,CORN - CHICAGO BOARD OF TRADE ,198.0,-0.16266186069287844,104967,-0.015216808754611627,-62601,0.005560437232027121,0.014303727580404465,0.01393710534639701,-0.008760951188986232,0.025252525252525304,0.07757472274328966
2004-11-16,652364,100736,148565,386969,299660,002602 ,CORN - CHICAGO BOARD OF TRADE ,203.0,-0.13383479161940268,87309,-0.02736367749973656,-47829,0.022891394496891405,0.025716944667353112,0.05925367327046422,0.025252525252525304,-0.024630541871921152,0.07359058831074843
2004-11-23,642333,97622,160939,391182,294864,002602 ,CORN - CHICAGO BOARD OF TRADE ,198.0,-0.1499502594448674,96318,0.013809774910939291,-63317,-0.023741346855436534,0.013131772505050682,0.0599007584283786,-0.024630541871921152,-0.02777777777777779,0.06830171401458449
2004-11-30,584558,76477,160255,383483,256796,002602 ,CORN - CHICAGO BOARD OF TRADE ,192.5,-0.21672272041439858,126687,0.04727921498661909,-83778,-0.03185419400840374,0.07147977678480787,0.09220975617998411,-0.02777777777777779,0.006493506493506551,0.06167048945704319
2004-12-07,583279,74503,172130,386708,252707,002602 ,CORN - CHICAGO BOARD OF TRADE ,193.75,-0.22973739839767932,134001,0.012512017626993386,-97627,-0.023691404445752174,0.011438580577559174,0.056152258619081796,0.006493506493506551,0.006451612903225712,0.05474161401323397
2004-12-14,589086,75738,173103,386670,257542,002602 ,CORN - CHICAGO BOARD OF TRADE ,195.0,-0.21920059210369963,129128,-0.008354492447010779,-97365,0.00044918469548877984,0.007564280081712231,0.008873135857836932,0.006451612903225712,0.055128205128205154,0.04720883987143233
2004-12-21,594629,78549,169760,387626,263740,002602 ,CORN - CHICAGO BOARD OF TRADE ,205.75,-0.20834167186598704,123886,-0.008898530944547995,-91211,0.010446691994038223,0.010983072496875796,0.02478363651740372,0.055128205128205154,0.0060753341433779084,0.03888501249325135
2004-12-28,592919,80354,161481,386856,269356,002602 ,CORN - CHICAGO BOARD OF TRADE ,207.0,-0.19817209433329006,117500,-0.010739469484333929,-81127,0.01695847326652417,0.009731611125672801,0.04169785184113135,0.0060753341433779084,-0.02898550724637683,0.03037815612336955
